parcel_feature_id,hex_id,hc_cluster,algo_classification,mistral7b_classification,phi4_classification
27c8520b-81d7-4e6c-acdc-270ff11de119,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
0e036448-b8b0-435e-abc1-a2df7a855639,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
2e8c7837-6c38-449f-a8ce-0bc8b6c9c7d2,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
c79237be-3be9-4303-a69d-019896fdbb15,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
b2a6a63b-0ee9-445f-90e4-dcf79675626e,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
80b8fad9-180f-49df-9d1e-442b7c52fb17,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
bc329061-4c50-400c-a47d-4d12e51eba74,8a2a8ac64167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
ba0d2c96-b2e0-480d-9865-54ec16d91acb,8a2a8ac65ce7fff,0,Commercial,Commercial,Commercial
1369e4b3-0dd3-427f-b74a-0f8053e1c9e5,8a2a8ac64a6ffff,0,Commercial,Commercial,Mixed Use
1283a530-8ea0-4330-9901-d4a7406cdd36,8a2a8ac64a6ffff,0,Commercial,Commercial,Commercial
e1328cdf-8f43-4ed9-ba06-4625e558a181,8a2a8ac64a6ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
20e242cc-48fb-4cda-9596-8e093772d303,8a2a8ac64a57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b8732ca0-5a9f-4abd-b551-fe65d763b42f,8a2a8ac64a57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
05d7d30d-f97e-458d-9b8a-fb6f45f3e5c7,8a2a8ac64a57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9ce052b7-8cb7-4426-b1af-757192d054a3,8a2a8ad4b64ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
ec9660f1-860b-44be-a0a3-8b7d4f593246,8a2a8ac64a4ffff,0,Commercial,Commercial,Commercial
0eb55400-9668-4534-845e-25d0b4247326,8a2a8ad4b60ffff,0,Single-Family Residential (Vacant),Single-Family Residential,Single-Family Residential
0d3c9dba-3e25-463e-9bbf-bf75f2018d34,8a2a8ad4b387fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bb7f0dd7-16d2-4cc5-899b-cbb5f5491a7c,8a2a8ad4b31ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2e54c699-b770-448f-bfa2-e41500f0c43d,8a2a8ad4b06ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
994c32ff-4bd6-46ac-88b4-205ea3ba79f6,8a2a8ad4b06ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0efb3b00-1a05-4f2b-8bd9-57d62226b3dc,8a2a8ad4b387fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b258a213-450d-4014-8cba-1f5ec0905489,8a2a8ad4b21ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c87c05cd-92ef-49d1-a5cb-20c55ecfa5b5,8a2a8ac6215ffff,0,Institutional,Institutional,Institutional
c87c05cd-92ef-49d1-a5cb-20c55ecfa5b5,8a2a8ac62147fff,0,Institutional,Institutional,Institutional
3abc7dab-1d0c-4f02-ad3c-2428b7e2d4f8,8a2a8ac629affff,0,Agricultural Land,Agricultural Land,Mixed Use
3abc7dab-1d0c-4f02-ad3c-2428b7e2d4f8,8a2a8ac62917fff,0,Agricultural Land,Agricultural Land,Mixed Use
3abc7dab-1d0c-4f02-ad3c-2428b7e2d4f8,8a2a8ac6292ffff,0,Agricultural Land,Agricultural Land,Mixed Use
3abc7dab-1d0c-4f02-ad3c-2428b7e2d4f8,8a2a8ac6664ffff,0,Agricultural Land,Agricultural Land,Mixed Use
a90e52f3-7b31-4157-8517-291c1819231f,8a2a8ac6355ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a90e52f3-7b31-4157-8517-291c1819231f,8a2a8ac63567fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4f85b74e-093d-4d29-949d-c39061709c2c,8a2a8ac6008ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
01745372-a305-4280-8f12-fcd3dc7721a7,8a2a8ac6002ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
a16b9ff5-5b65-46c4-9a00-42c177a315d4,8a2a8ac65887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0e8841ae-a94b-4368-ad47-5f20a94e66a1,8a2a8ac65107fff,0,Commercial,Commercial,Commercial
b83e61b8-d8df-43bc-8f8f-cbb63536bb8b,8a2a8ac65337fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1df283c0-f3b8-4f4b-96f7-db28eefe629a,8a2a8ac6530ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
462cbc9e-8163-4e1c-9781-266b7a74c0be,8a2a8ac65337fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d50b30fc-c2a9-4ac8-a8f4-5afb4be911f7,8a2a8ac65337fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
9c9b4326-053a-4d75-8436-ffc20646becf,8a2a8ac65327fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d5eb753a-5a95-4e96-aa6b-9a662474b6ae,8a2a8ac65327fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
31a33764-ba8f-436b-887c-c06f61b268fe,8a2a8ac65237fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
61280e73-c4e4-45bf-9c51-39482fa1a85e,8a2a8ac6504ffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
eb80a8aa-f959-4e51-8bce-34cffff408ec,8a2a8ac65a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0405ad13-2385-443c-bc4e-875e59056f76,8a2a8ac65327fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
85df3585-1b08-42bb-9885-31ac60d6bba6,8a2a8ac65317fff,0,Multi-Family Residential (Vacant),Multi-Family Residential,Multi-Family Residential
88f5c68c-56fa-4df5-8fba-6e37071486e3,8a2a8ac65317fff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
fae06489-164e-469f-b473-b045009d2a92,8a2a8ac65317fff,0,Multi-Family Residential (Vacant),,Multi-Family Residential
c3dd8068-4bd1-4986-aaa7-9e9b0cdd7e2d,8a2a8ac6504ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
99d6f06b-9b32-4735-8bae-ee8daa5a74ca,8a2a8ac6514ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4e01a410-5a3e-48f5-8f77-ae0c7faf948b,8a2a8ac6502ffff,0,Single-Family Residential,Single-Family Residential,Mixed Use
d492b44d-0a0f-40d1-a7f5-f6c844370784,8a2a8ac6502ffff,0,Commercial,Commercial,Commercial
070d34b8-daa6-4ae4-a18f-b1b6999fb7c8,8a2a8ac6500ffff,0,Single-Family Residential,Single-Family Residential,Mixed Use
0ea802ea-f4d1-400c-8b89-0668edf7547f,8a2a8ac6585ffff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
420d2267-cdac-4746-aacd-34fd4874336b,8a2a8ac6514ffff,0,Commercial (Vacant),Commercial,Commercial
3490b271-6bed-453f-83d0-b45a710f9204,8a2a8ac6514ffff,0,Commercial,Unclassified,Commercial
53b9f9d6-f9ef-4e74-83e7-4d85d29aac78,8a2a8ac658c7fff,0,Multi-Family Residential,Multi-Family Residential,Mixed Use
b9fc87e2-e056-41d0-93e0-7c60ad40018c,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
2e007d35-db4a-42a2-a6c9-8fd23a108bb9,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
71fcfbdf-9dac-45c3-ab65-bde1ae3b33f7,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
0f5e1bf6-f88a-44fd-a577-b46e3a769636,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
7f7cc7a2-2abd-4db0-adcd-34c9891a55f1,8a2a8ac658effff,0,Single-Family Residential,Multi-Family Residential,Single-Family Residential
89457e53-7859-4edb-b0f0-5347bd1f7842,8a2a8ac65957fff,0,Single-Family Residential,Single-Family Residential,Mixed Use
fac41990-0a49-44b0-93ea-7ec46dedf0db,8a2a8a896497fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2c0dfd00-b767-4d36-99c5-e2f0b29b8c09,8a2a8ad4b257fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
09b511d1-a9e8-4a06-a011-500fc2d99a2c,8a2a8a89642ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8d0338c4-52bf-4541-a963-1282bda19845,8a2a8a89642ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
991e27af-157c-4710-802c-3f34e8c385a0,8a2a8ad4b357fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
49848a30-a665-4203-a4ea-ff36dedfe17b,8a2a8ad4b267fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b981ea28-712e-42a3-b740-dc8b0d82a687,8a2a8ad4b357fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6b3f8425-096a-4e9d-b332-360142628c2e,8a2a8ad4b267fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7e8eb7f9-3251-47ee-8a31-561c589275f5,8a2a8ad4b267fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5e7865e9-14d2-4eee-b043-1b1bdfc1340d,8a2a8ad4b267fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5803d516-ae82-47d5-aaff-282b13b5f942,8a2a8ad4b357fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
34f8ddba-9d93-40d4-ad80-0e114ae5629b,8a2a8ad4b25ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
34f8ddba-9d93-40d4-ad80-0e114ae5629b,8a2a8ad4b257fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
40265054-7e0f-449f-9a63-fbdf84467d90,8a2a8ac6535ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
40265054-7e0f-449f-9a63-fbdf84467d90,8a2a8ac65357fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7cdb0759-1651-4391-b05e-0466591a8640,8a2a8ac65adffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f9076b29-f3d9-4d5b-bc3a-ec8656a15368,8a2a8ac65adffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ff8d4a00-8c58-42c8-9195-17f74bc32ddb,8a2a8ac6530ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f1237289-2243-4dc1-bf97-e94f7fefbe92,8a2a8ac65357fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6c74b9cb-f36e-4637-9d53-d95119f73586,8a2a8ac65adffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1993a5a4-c93c-4343-82f1-a5e8144c7ba3,8a2a8ac65357fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4628eedd-fe60-42e2-86a5-4278ff78a04c,8a2a8ac65aaffff,0,Multi-Family Residential,Multi-Family Residential,Multi-Family Residential
3db052be-8bef-42a7-be57-e0abbbb1f474,8a2a8ac65a8ffff,0,Commercial,Mixed Use,Mixed Use
34d9a74d-4ff7-4e53-9bba-f6b817918fd1,8a2a8ac65aaffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
94e0868f-5b23-4e24-80d0-5316720b3533,8a2a8ac65a37fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
df958bfe-fcfd-42b2-b867-cbfb14fe6df6,8a2a8ac65b6ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2fa881d2-f161-4402-ac36-0978894a9dce,8a2a8ac65b1ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
27446ec0-e516-4b03-9942-fa27ddb26eed,8a2a8ac65a37fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
dba0af11-55a3-4b1b-b76f-213d72d399fb,8a2a8ac65a37fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
84bcc82b-c997-4ea1-ae36-5e2c64a63465,8a2a8ac65b1ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
84bcc82b-c997-4ea1-ae36-5e2c64a63465,8a2a8ac65a27fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
48edbd54-6da6-4413-a61e-0e4f58780cfc,8a2a8ac65a2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5e00c0c9-db2c-445c-810a-a8f23fba3b02,8a2a8ac65a2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
96df47b4-96cb-4d07-b30c-882ebae838ad,8a2a8ac65a2ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
96df47b4-96cb-4d07-b30c-882ebae838ad,8a2a8ac65b57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
62683ebb-7b9b-47ad-8618-9ac44cadc3b2,8a2a8ac6526ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fcc88bb8-c76f-43bd-aa81-68d314f6e5f3,8a2a8a892507fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bd11298b-f801-4fd5-b256-a5ff468d243e,8a2a8a892517fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b0991221-43fe-495b-8d1c-5110e58dc29e,8a2a8a892517fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b0991221-43fe-495b-8d1c-5110e58dc29e,8a2a8a8925affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2edd27eb-ba9f-48bd-b318-6a46f5ca2338,8a2a8a892517fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
575f8b51-a54e-4a1d-9537-f6decbedf5ed,8a2a8a892517fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
03ce2a9e-333c-425e-8b5b-a43cbfc53a41,8a2a8a8925affff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1ce5f265-d7d3-4c06-b54e-96a77f3afc4d,8a2a8a892517fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
12fd13c6-f583-42b5-a3b2-87c69e3dbed6,8a2a8ac6526ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
ff0ee4c1-3f9c-45ea-8ec5-396e0326d8a7,8a2a8ac65247fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
05e3057b-d18b-4238-9429-e14dfb854101,8a2a8a892527fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1cdbb178-289d-410e-be77-0ffd048f59f2,8a2a8a892d57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
3b2f3a50-b2f2-4fc6-a49d-7b0d9dd3d31b,8a2a8a892817fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
660109f6-e7ff-4c56-a07d-a51b602e9c97,8a2a8a892817fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
4baab4c4-0f34-418d-81c5-e0b8522c9275,8a2a8a8966cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1e4c1cc7-b2cc-461d-894d-80c72429feeb,8a2a8a8966e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
931fc7c2-a954-4905-94e0-ef4a4369ee3a,8a2a8a8966effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
931fc7c2-a954-4905-94e0-ef4a4369ee3a,8a2a8a8966e7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a5a5dcf0-beb6-49ce-a252-4d4830d84984,8a2a8a896747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0bf35840-f24c-4aae-a836-35f8c852ded7,8a2a8a89675ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
0bf35840-f24c-4aae-a836-35f8c852ded7,8a2a8a896747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d25ea314-e210-435c-9f25-53407d4474ef,8a2a8a896747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f86d7553-1f33-4cbf-afed-30c6fa6ac3d0,8a2a8a896747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
882c0c8f-ee3b-4928-a0a4-2fe26b4ed709,8a2a8a89666ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
d4d501a5-44e3-4d1a-aaca-faf3955df9f2,8a2a8a89666ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
2820a353-1d3b-4e22-809e-a1d98211e7f1,8a2a8a89666ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
7c8ef49b-3b50-4642-a028-1c98c70273a7,8a2a8a89666ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
813f2b46-385c-487c-879e-4921a73d877a,8a2a8a896747fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bb4fe8a0-9168-47c2-b460-e1421a575951,8a2a8a8966cffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
bb4fe8a0-9168-47c2-b460-e1421a575951,8a2a8a8966effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f49a40ab-60e6-476c-adb1-4b7739540b9f,8a2a8a89219ffff,0,Commercial,,Single-Family Residential
dc9ea3e6-f660-4014-9616-eeec57acf083,8a2a8a892037fff,0,Commercial (Vacant),Commercial,Commercial
ab47e43b-b05b-449c-ac07-5af6ebe43c5d,8a2a8a892887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1467c99b-0c34-430a-ac80-86445e1442c8,8a2a8a892887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
8736a73b-7691-4947-a000-25c1ec41df1b,8a2a8a892887fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
c0f67519-f30c-4dab-b175-7836ae94d525,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
6a07d4b5-a29d-4a52-b64d-8d6d9dfcb6a4,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
1828d091-0828-4928-87ff-21ef9b07591d,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
966c43d0-0267-46a9-9844-0210fdf644d3,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
fad888f2-a5b4-436c-9b87-18cd3b67f637,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
546419f2-6092-4d43-b2bc-9a5958007b23,8a2a8a892167fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
a0998c8e-9442-4c3e-a565-af667be329c2,8a2a8ac6cc4ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
5d7a7587-9980-4198-9aa3-839b0357f850,8a2a8ac6cc57fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
444223a9-5ae5-43e4-b02e-58fb06dffadf,8a2a8ac6c0effff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
444223a9-5ae5-43e4-b02e-58fb06dffadf,8a2a8ac6c057fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
f4e0bf4d-e707-4e93-a2b7-1c4087385f31,8a2a8ac61a57fff,0,Institutional,Institutional,Institutional
18d6ec7a-ae27-40c7-99a3-90e9a7c0871a,8a2a8a892ac7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
18d6ec7a-ae27-40c7-99a3-90e9a7c0871a,8a2a8a892ad7fff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
b2f9b486-6f01-478e-b30f-f93b5c3e9a0e,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
e3df76b6-737c-47bf-b152-65402f16a7db,8a2a8a892167fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
ad5abbb8-25da-4d51-b2f1-0b4166dd76c0,8a2a8a892a8ffff,0,Single-Family Residential,Single-Family Residential,Single-Family Residential
342c4dec-01e4-4684-bdf2-4f3d6f476ea6,8a2a8a892047fff,0,Single-Family Residential,Multi-Family Residential,Multi-Family Residential
